Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2009,"90638
(33.904081, -118.00854)",Adults (18+),92,25.24612205,6037,LOS ANGELES
2012,"90007
(34.027762, -118.28507)",Adults (18+),109,48.3,6037,LOS ANGELES
2013,"95642
(38.358191, -120.740373)",Adults (18+),73,158.6,6005,AMADOR
2009,"90402
(34.035658, -118.503209)",Adults (18+),13,16.10695249,6037,LOS ANGELES
2013,"95758
(38.424655, -121.438065)",Adults (18+),162,37.8,6067,SACRAMENTO
2014,"94536
(37.562619, -121.998912)",Adults (18+),204,37.4,6001,ALAMEDA
2013,"95864
(38.586138, -121.377082)",Adults (18+),60,35.4,6067,SACRAMENTO
2013,"95662
(38.685452, -121.222898)",Adults (18+),86,34.1,6067,SACRAMENTO
2013,"95065
(37.022998, -121.984553)",Adults (18+),21,30.8,6087,SANTA CRUZ
2014,"95966
(39.485154, -121.444774)",Adults (18+),106,54.2,6007,BUTTE
2014,"95446
(38.510032, -122.996796)",Adults (18+),19,42.1,6097,SONOMA
2013,"95841
(38.662263, -121.346136)",Adults (18+),133,91.5,6067,SACRAMENTO
2014,"94577
(37.719656, -122.160848)",Adults (18+),220,60.6,6001,ALAMEDA
2015,"95843
(38.715607, -121.364445)",Adults (18+),126,36.8,6067,SACRAMENTO
2009,"90606
(33.977359, -118.067358)",Adults (18+),116,50.36879176,6037,LOS ANGELES
2014,"95618
(38.55084, -121.697657)",Adults (18+),22,13.1,6113,YOLO
2013,"95822
(38.513021, -121.495324)",Adults (18+),271,88,6067,SACRAMENTO
2015,"96150
(38.910611, -120.013215)",Adults (18+),69,28.3,6017,EL DORADO
2014,"95827
(38.563097, -121.328511)",Adults (18+),61,40.5,6067,SACRAMENTO
2013,"95377
(37.706062, -121.470117)",Adults (18+),75,42.1,6077,SAN JOAQUIN
2014,"94539
(37.51699, -121.926137)",Adults (18+),60,15,6001,ALAMEDA
2013,"95401
(38.446019, -122.766748)",Adults (18+),150,54,6097,SONOMA
2013,"95380
(37.48049, -120.863436)",Adults (18+),167,56.7,6099,STANISLAUS
2014,"95357
(37.666276, -120.902269)",Adults (18+),37,34.6,6099,STANISLAUS
2014,"96022
(40.341658, -122.384848)",Adults (18+),42,37.1,6089,SHASTA
2013,"95658
(38.876154, -121.146865)",Adults (18+),15,30,6061,PLACER
2014,"94702
(37.865775, -122.286078)",Adults (18+),69,51.2,6001,ALAMEDA
2015,"95320
(37.808429, -121.006059)",Adults (18+),37,43.1,6077,SAN JOAQUIN
2015,"95451
(38.933149, -122.779847)",Adults (18+),38,45.6,6033,LAKE
2013,"95776
(38.683905, -121.730249)",Adults (18+),66,45.5,6113,YOLO
2013,"95003
(36.987656, -121.88595)",Adults (18+),30,18.5,6087,SANTA CRUZ
2015,"95624
(38.427382, -121.347323)",Adults (18+),156,35.3,6067,SACRAMENTO
2014,"95829
(38.474725, -121.340819)",Adults (18+),78,41,6067,SACRAMENTO
2012,"90602
(33.96826, -118.032861)",Adults (18+),98,57.8,6037,LOS ANGELES
2013,"94536
(37.562619, -121.998912)",Adults (18+),196,36.5,6001,ALAMEDA
2013,"95603
(38.912397, -121.083667)",Adults (18+),73,32.7,6061,PLACER
2013,"95501
(40.793421, -124.157467)",Adults (18+),167,87.4,6023,HUMBOLDT
2013,"96003
(40.645212, -122.327472)",Adults (18+),136,38.6,6089,SHASTA
2014,"95758
(38.424655, -121.438065)",Adults (18+),143,31.5,6067,SACRAMENTO
2014,"95928
(39.722336, -121.797085)",Adults (18+),99,35.8,6007,BUTTE
2013,"94803
(37.966915, -122.289275)",Adults (18+),83,42.5,6013,CONTRA COSTA
2013,"95368
(37.709567, -121.087095)",Adults (18+),38,41.3,6099,STANISLAUS
2013,"95965
(39.625802, -121.577788)",Adults (18+),71,50.5,6007,BUTTE
2013,"95833
(38.615723, -121.50562)",Adults (18+),174,63.2,6067,SACRAMENTO
2012,"90731
(33.73657, -118.287112)",Adults (18+),254,50.1,6037,LOS ANGELES
2013,"94533
(38.27114, -122.026467)",Adults (18+),456,86.1,6095,SOLANO
2015,"95324
(37.399106, -120.875763)",Adults (18+),13,23.3,6047,MERCED
2015,"94612
(37.809845, -122.269515)",Adults (18+),103,71.5,6001,ALAMEDA
2015,"95695
(38.691507, -121.831929)",Adults (18+),120,42.3,6113,YOLO
2015,"94565
(38.014874, -121.911466)",Adults (18+),687,107.3,6013,CONTRA COSTA
2013,"95341
(37.261667, -120.472619)",Adults (18+),138,68.9,6047,MERCED
2013,"95403
(38.486997, -122.749134)",Adults (18+),157,44.5,6097,SONOMA
2015,"95338
(37.495845, -119.922369)",Adults (18+),53,72.8,6043,MARIPOSA
2012,"91342
(34.314352, -118.407984)",Adults (18+),329,50.5,6037,LOS ANGELES
2013,"95605
(38.593168, -121.536548)",Adults (18+),69,65,6113,YOLO
2009,"90026
(34.078894, -118.264087)",Adults (18+),170,32.49725505,6037,LOS ANGELES
2012,"91214
(34.232387, -118.247355)",Adults (18+),92,46.9,6037,LOS ANGELES
2009,"90804
(33.782586, -118.150276)",Adults (18+),187,61.17325943,6037,LOS ANGELES
2012,"90041
(34.137321, -118.207164)",Adults (18+),78,31.7,6037,LOS ANGELES
2015,"95621
(38.695315, -121.308889)",Adults (18+),151,45.5,6067,SACRAMENTO
2013,"95765
(38.81672, -121.269843)",Adults (18+),38,14.7,6061,PLACER
2009,"90740
(33.75924, -118.076025)",Adults (18+),34,16.27769582,6059,ORANGE
2014,"95470
(39.278782, -123.247219)",Adults (18+),25,55.7,6045,MENDOCINO
2009,"90012
(34.064406, -118.239532)",Adults (18+),49,15.8028826,6037,LOS ANGELES
2015,"95521
(40.870674, -124.074669)",Adults (18+),71,47.2,6023,HUMBOLDT
2014,"95125
(37.29501, -121.894153)",Adults (18+),108,27.7,6085,SANTA CLARA
2009,"91208
(34.191311, -118.232987)",Adults (18+),19,14.10690186,6037,LOS ANGELES
2012,"90044
(33.952658, -118.291781)",Adults (18+),503,81.2,6037,LOS ANGELES
2012,"90712
(33.850294, -118.146843)",Adults (18+),60,24.7,6037,LOS ANGELES
2014,"95005
(37.090149, -122.091675)",Adults (18+),13,24.7,6087,SANTA CRUZ
2013,"95470
(39.278782, -123.247219)",Adults (18+),19,50.4,6045,MENDOCINO
2013,"95476
(38.280393, -122.464588)",Adults (18+),44,14.4,6097,SONOMA
2013,"95304
(37.717418, -121.387909)",Adults (18+),54,43.1,6077,SAN JOAQUIN
2009,"90280
(33.943676, -118.19452)",Adults (18+),203,36.39150206,6037,LOS ANGELES
2015,"95409
(38.458965, -122.630156)",Adults (18+),54,25,6097,SONOMA
2014,"95677
(38.788619, -121.233952)",Adults (18+),68,37.3,6061,PLACER
2013,"95355
(37.672094, -120.947977)",Adults (18+),238,55.2,6099,STANISLAUS
2015,"94558
(38.383156, -122.289164)",Adults (18+),189,34.7,6055,NAPA
2015,"95490
(39.449888, -123.380197)",Adults (18+),67,68,6045,MENDOCINO
2013,"95301
(37.338586, -120.611776)",Adults (18+),123,47,6047,MERCED
2012,"90621
(33.874753, -117.993222)",Adults (18+),101,38.2,6059,ORANGE
2013,"95988
(39.505615, -122.215064)",Adults (18+),37,62.2,6021,GLENN
2012,"90005
(34.059746, -118.308884)",Adults (18+),59,19.3,6037,LOS ANGELES
2014,"94579
(37.688234, -122.15302)",Adults (18+),81,48.6,6001,ALAMEDA
2013,"95901
(39.195356, -121.495425)",Adults (18+),134,56.6,6115,YUBA
2015,"95202
(37.959236, -121.287754)",Adults (18+),119,267.5,6077,SAN JOAQUIN
2013,"95531
(41.790231, -124.08619)",Adults (18+),84,43.4,6015,DEL NORTE
2009,"90220
(33.88366, -118.237067)",Adults (18+),266,83.43925555,6037,LOS ANGELES
2013,"95492
(38.541541, -122.809202)",Adults (18+),66,33.7,6097,SONOMA
2015,"95945
(39.204393, -120.981879)",Adults (18+),120,67.5,6057,NEVADA
2015,"95315
(37.426875, -120.77224)",Adults (18+),43,49.1,6047,MERCED
2012,"90068
(34.12516, -118.330005)",Adults (18+),24,11.8,6037,LOS ANGELES
2014,"95665
(38.403795, -120.655767)",Adults (18+),24,58.4,6005,AMADOR
2015,"95683
(38.505445, -121.10267)",Adults (18+),12,33.2,6067,SACRAMENTO
2015,"95388
(37.409782, -120.594373)",Adults (18+),45,50.7,6047,MERCED
2015,"95301
(37.338586, -120.611776)",Adults (18+),123,46.3,6047,MERCED
2015,"95630
(38.670213, -121.147592)",Adults (18+),98,17.7,6067,SACRAMENTO
2013,"95023
(36.857424, -121.325919)",Adults (18+),163,46.8,6069,SAN BENITO
2014,"95212
(38.033337, -121.25266)",Adults (18+),39,19.3,6077,SAN JOAQUIN
2009,"90710
(33.797641, -118.298903)",Adults (18+),72,35.44035406,6037,LOS ANGELES
2015,"94553
(37.990808, -122.129782)",Adults (18+),160,42,6013,CONTRA COSTA
2014,"95130
(37.287399, -121.982223)",Adults (18+),33,28.8,6085,SANTA CLARA
2009,"90602
(33.96826, -118.032861)",Adults (18+),146,83.43558527,6037,LOS ANGELES
2012,"90201
(33.971609, -118.171234)",Adults (18+),209,32.3,6037,LOS ANGELES
2012,"90732
(33.737324, -118.312603)",Adults (18+),51,45,6037,LOS ANGELES
2015,"96007
(40.456408, -122.315294)",Adults (18+),76,46.1,6089,SHASTA
2013,"94551
(37.713637, -121.763543)",Adults (18+),78,33.2,6001,ALAMEDA
2015,"95726
(38.761263, -120.535397)",Adults (18+),31,56.3,6017,EL DORADO
2014,"94703
(37.86325, -122.275306)",Adults (18+),90,53.2,6001,ALAMEDA
2015,"95640
(38.335558, -120.93428)",Adults (18+),26,27.3,6005,AMADOR
2015,"95691
(38.575311, -121.560401)",Adults (18+),130,50.1,6113,YOLO
2009,"90601
(34.006995, -118.038284)",Adults (18+),97,40.79840623,6037,LOS ANGELES
2014,"94589
(38.142213, -122.24692)",Adults (18+),225,98.9,6095,SOLANO
2013,"95694
(38.543791, -121.963641)",Adults (18+),15,24.5,6113,YOLO
2013,"95307
(37.574294, -120.950573)",Adults (18+),99,34.8,6099,STANISLAUS
2014,"95327
(37.891257, -120.467276)",Adults (18+),23,24.2,6109,TUOLUMNE
2013,"95365
(37.289686, -120.318766)",Adults (18+),17,100.1,6047,MERCED
2014,"95965
(39.625802, -121.577788)",Adults (18+),82,54.3,6007,BUTTE
2013,"95816
(38.57219, -121.467691)",Adults (18+),61,49.5,6067,SACRAMENTO
2014,"95959
(39.316417, -120.953153)",Adults (18+),59,56.4,6057,NEVADA
2013,"95626
(38.727744, -121.453838)",Adults (18+),21,46.3,6067,SACRAMENTO
2013,"94588
(37.694621, -121.892391)",Adults (18+),38,17.9,6001,ALAMEDA
2013,"95661
(38.740211, -121.249879)",Adults (18+),110,48.4,6061,PLACER
2014,"95322
(37.193372, -121.002457)",Adults (18+),22,30.9,6047,MERCED
2014,"95458
(39.074472, -122.78264)",Adults (18+),25,104.1,6033,LAKE
2013,"95116
(37.351106, -121.852029)",Adults (18+),208,55.2,6085,SANTA CLARA
2015,"95605
(38.593168, -121.536548)",Adults (18+),84,84.1,6113,YOLO
2014,"95207
(38.003116, -121.323513)",Adults (18+),207,58.3,6077,SAN JOAQUIN
2012,"90250
(33.914594, -118.350791)",Adults (18+),330,46.8,6037,LOS ANGELES
2013,"94591
(38.107585, -122.209634)",Adults (18+),273,64.7,6095,SOLANO
2014,"95436
(38.491884, -122.90672)",Adults (18+),15,43.4,6097,SONOMA
2014,"95448
(38.618857, -122.861927)",Adults (18+),48,33.5,6097,SONOMA
2013,"95334
(37.368723, -120.733541)",Adults (18+),33,30,6047,MERCED
2013,"95131
(37.387014, -121.8938)",Adults (18+),62,27,6085,SANTA CLARA
2013,"95616
(38.555454, -121.7738)",Adults (18+),48,12.9,6113,YOLO
2013,"95386
(37.663389, -120.689992)",Adults (18+),28,44.9,6099,STANISLAUS
2013,"95620
(38.426073, -121.791051)",Adults (18+),46,31.6,6095,SOLANO
2014,"94804
(37.922963, -122.338618)",Adults (18+),329,109.9,6013,CONTRA COSTA
2012,"90039
(34.109617, -118.260085)",Adults (18+),89,41.8,6037,LOS ANGELES
2014,"94610
(37.8118, -122.240335)",Adults (18+),82,32.4,6001,ALAMEDA
2015,"94606
(37.792676, -122.243983)",Adults (18+),184,63.6,6001,ALAMEDA
2013,"95327
(37.891257, -120.467276)",Adults (18+),36,38.2,6109,TUOLUMNE
2009,"91354
(34.450449, -118.551327)",Adults (18+),24,13.57843379,6037,LOS ANGELES
2014,"95776
(38.683905, -121.730249)",Adults (18+),61,36.1,6113,YOLO
2013,"95405
(38.439152, -122.672541)",Adults (18+),47,27.4,6097,SONOMA
2013,"95328
(37.557356, -120.910482)",Adults (18+),12,40.9,6099,STANISLAUS
2013,"94511
(38.017429, -121.64057)",Adults (18+),16,82.2,6013,CONTRA COSTA
2015,"95348
(37.335594, -120.500157)",Adults (18+),157,71,6047,MERCED
2009,"90405
(34.010653, -118.470964)",Adults (18+),62,34.44280335,6037,LOS ANGELES
2014,"95678
(38.762846, -121.28833)",Adults (18+),109,35,6061,PLACER
2014,"94941
(37.896402, -122.547447)",Adults (18+),36,16.1,6041,MARIN
2015,"95665
(38.403795, -120.655767)",Adults (18+),19,43.9,6005,AMADOR
2015,"95620
(38.426073, -121.791051)",Adults (18+),68,41.5,6095,SOLANO
2014,"95531
(41.790231, -124.08619)",Adults (18+),70,38.5,6015,DEL NORTE
2015,"95249
(38.18743, -120.622255)",Adults (18+),28,126,6009,CALAVERAS
2013,"94607
(37.80955, -122.291853)",Adults (18+),290,137,6001,ALAMEDA
2015,"94619
(37.790444, -122.182146)",Adults (18+),109,56.5,6001,ALAMEDA
2015,"95757
(38.374271, -121.434899)",Adults (18+),117,38.3,6067,SACRAMENTO
2014,"95222
(38.068755, -120.580093)",Adults (18+),12,26.6,6009,CALAVERAS
2015,"95966
(39.485154, -121.444774)",Adults (18+),100,45.9,6007,BUTTE
2013,"95357
(37.666276, -120.902269)",Adults (18+),38,39.4,6099,STANISLAUS
2014,"95825
(38.590448, -121.406127)",Adults (18+),230,97.9,6067,SACRAMENTO
2014,"95370
(37.994102, -120.336794)",Adults (18+),94,48.7,6109,TUOLUMNE
2013,"95670
(38.603182, -121.278912)",Adults (18+),179,45.2,6067,SACRAMENTO
2014,"95540
(40.58033, -124.145246)",Adults (18+),105,97.2,6023,HUMBOLDT
2013,"95665
(38.403795, -120.655767)",Adults (18+),21,67.3,6005,AMADOR
2014,"95926
(39.74539, -121.845089)",Adults (18+),124,41.5,6007,BUTTE
2013,"96019
(40.677721, -122.374282)",Adults (18+),28,35.5,6089,SHASTA
2013,"95818
(38.557002, -121.494485)",Adults (18+),71,42.7,6067,SACRAMENTO
2014,"95694
(38.543791, -121.963641)",Adults (18+),26,38.8,6113,YOLO
2013,"95370
(37.994102, -120.336794)",Adults (18+),106,56.9,6109,TUOLUMNE
2014,"94526
(37.814603, -121.985857)",Adults (18+),24,13.7,6013,CONTRA COSTA
2012,"90069
(34.093412, -118.381373)",Adults (18+),38,26.3,6037,LOS ANGELES
2014,"95632
(38.268736, -121.280389)",Adults (18+),60,26.8,6067,SACRAMENTO
2014,"94513
(37.930975, -121.710943)",Adults (18+),144,34.4,6013,CONTRA COSTA
2014,"94618
(37.844532, -122.238793)",Adults (18+),18,16.3,6001,ALAMEDA
2015,"95363
(37.486753, -121.18492)",Adults (18+),43,25.9,6099,STANISLAUS
2012,"91367
(34.176453, -118.616933)",Adults (18+),101,30.7,6037,LOS ANGELES
2012,"90222
(33.911047, -118.236494)",Adults (18+),152,70.8,6037,LOS ANGELES
2013,"96097
(41.748922, -122.647566)",Adults (18+),45,72.2,6093,SISKIYOU
2012,"91207
(34.175267, -118.250459)",Adults (18+),15,18.9,6037,LOS ANGELES
2014,"94904
(37.950062, -122.541307)",Adults (18+),12,10.1,6041,MARIN
2013,"94561
(37.996731, -121.694828)",Adults (18+),164,60.2,6013,CONTRA COSTA
2013,"95831
(38.495409, -121.529248)",Adults (18+),103,30.7,6067,SACRAMENTO
2009,"90245
(33.918775, -118.403388)",Adults (18+),25,20.43328583,6037,LOS ANGELES
2013,"95540
(40.58033, -124.145246)",Adults (18+),102,97.7,6023,HUMBOLDT
2009,"91103
(34.165622, -118.161022)",Adults (18+),74,35.87154481,6037,LOS ANGELES
2015,"95673
(38.688781, -121.447256)",Adults (18+),54,42.5,6067,SACRAMENTO
2013,"95219
(38.020332, -121.422765)",Adults (18+),68,33,6077,SAN JOAQUIN
2013,"94706
(37.889693, -122.294926)",Adults (18+),29,19.3,6001,ALAMEDA
2012,"90302
(33.975064, -118.355839)",Adults (18+),153,71.4,6037,LOS ANGELES
2013,"95687
(38.346768, -121.947423)",Adults (18+),244,46.9,6095,SOLANO
2014,"95376
(37.737693, -121.434345)",Adults (18+),328,86.8,6077,SAN JOAQUIN
2015,"95928
(39.722336, -121.797085)",Adults (18+),104,37.6,6007,BUTTE
2013,"95842
(38.687146, -121.349139)",Adults (18+),222,97.9,6067,SACRAMENTO
2013,"95337
(37.766311, -121.233996)",Adults (18+),123,52.5,6077,SAN JOAQUIN
2014,"95320
(37.808429, -121.006059)",Adults (18+),28,30.1,6077,SAN JOAQUIN
2012,"90630
(33.817529, -118.039306)",Adults (18+),85,22.9,6059,ORANGE
2013,"95356
(37.705497, -121.025515)",Adults (18+),101,39.6,6099,STANISLAUS
2009,"90015
(34.038913, -118.266298)",Adults (18+),48,33.95759747,6037,LOS ANGELES
2009,"91010
(34.137557, -117.965596)",Adults (18+),72,36.2304721,6037,LOS ANGELES
2012,"90606
(33.977359, -118.067358)",Adults (18+),91,38.5,6037,LOS ANGELES
2012,"90061
(33.923076, -118.274317)",Adults (18+),162,84.6,6037,LOS ANGELES
2012,"90014
(34.043061, -118.251756)",Adults (18+),66,100,6037,LOS ANGELES
2015,"95961
(39.049129, -121.557929)",Adults (18+),59,32.3,6115,YUBA
2012,"91107
(34.153059, -118.088024)",Adults (18+),42,16.8,6037,LOS ANGELES
2014,"95066
(37.066317, -122.012327)",Adults (18+),20,18.3,6087,SANTA CRUZ
2014,"95991
(39.089943, -121.620521)",Adults (18+),139,47.1,6101,SUTTER
2013,"95366
(37.756787, -121.128369)",Adults (18+),53,43.8,6077,SAN JOAQUIN
2014,"95662
(38.685452, -121.222898)",Adults (18+),125,50.5,6067,SACRAMENTO
2012,"90247
(33.89181, -118.296621)",Adults (18+),144,39.3,6037,LOS ANGELES
2015,"95350
(37.671544, -121.008313)",Adults (18+),290,79.7,6099,STANISLAUS
2015,"96022
(40.341658, -122.384848)",Adults (18+),26,25.9,6089,SHASTA
2014,"94920
(37.889888, -122.473327)",Adults (18+),14,9.6,6041,MARIN
2012,"90401
(34.01572, -118.492617)",Adults (18+),37,67.8,6037,LOS ANGELES
2013,"95624
(38.427382, -121.347323)",Adults (18+),165,37.9,6067,SACRAMENTO
2009,"91362
(34.191708, -118.826396)",Adults (18+),42,16.71369657,6111,VENTURA
2013,"94544
(37.634142, -122.064979)",Adults (18+),407,77.2,6001,ALAMEDA
2013,"95382
(37.525843, -120.852894)",Adults (18+),81,28.1,6099,STANISLAUS
2013,"95628
(38.655104, -121.259702)",Adults (18+),75,24.2,6067,SACRAMENTO
2013,"95961
(39.049129, -121.557929)",Adults (18+),88,51.1,6115,YUBA
2013,"95361
(37.777713, -120.822846)",Adults (18+),107,47.1,6099,STANISLAUS
2014,"95334
(37.368723, -120.733541)",Adults (18+),33,29.8,6047,MERCED
2014,"95626
(38.727744, -121.453838)",Adults (18+),21,47,6067,SACRAMENTO
2015,"95367
(37.727982, -120.942022)",Adults (18+),85,45.9,6099,STANISLAUS
2012,"90291
(33.993032, -118.463796)",Adults (18+),61,28.5,6037,LOS ANGELES
2015,"95685
(38.418174, -120.77055)",Adults (18+),29,81.6,6005,AMADOR
2013,"95971
(39.926307, -120.98608)",Adults (18+),21,47.3,6063,PLUMAS
2014,"94612
(37.809845, -122.269515)",Adults (18+),132,87.9,6001,ALAMEDA
2013,"95685
(38.418174, -120.77055)",Adults (18+),23,79.7,6005,AMADOR
2013,"95050
(37.348906, -121.953709)",Adults (18+),64,21.1,6085,SANTA CLARA
2012,"90003
(33.963074, -118.274809)",Adults (18+),264,65.2,6037,LOS ANGELES
2013,"95458
(39.074472, -122.78264)",Adults (18+),24,100.2,6033,LAKE
2012,"91202
(34.167175, -118.268335)",Adults (18+),44,22.3,6037,LOS ANGELES
2014,"94960
(37.984409, -122.571597)",Adults (18+),16,14.1,6041,MARIN
2013,"95204
(37.973903, -121.317479)",Adults (18+),137,62.1,6077,SAN JOAQUIN
2015,"95864
(38.586138, -121.377082)",Adults (18+),59,35.8,6067,SACRAMENTO
2013,"95825
(38.590448, -121.406127)",Adults (18+),251,107.7,6067,SACRAMENTO
2012,"90021
(34.029411, -118.240375)",Adults (18+),38,190.3,6037,LOS ANGELES
2014,"95008
(37.280602, -121.955079)",Adults (18+),92,25.6,6085,SANTA CLARA
2009,"91342
(34.314352, -118.407984)",Adults (18+),309,48.95646649,6037,LOS ANGELES
2014,"95843
(38.715607, -121.364445)",Adults (18+),149,45.9,6067,SACRAMENTO
2014,"94599
(38.406189, -122.360797)",Adults (18+),13,16.1,6055,NAPA
2015,"94945
(38.117407, -122.559327)",Adults (18+),35,26,6041,MARIN
2013,"95240
(38.117535, -121.225176)",Adults (18+),121,35.5,6077,SAN JOAQUIN
2014,"95602
(38.986717, -121.096197)",Adults (18+),54,46.8,6061,PLACER
2014,"95336
(37.818194, -121.209795)",Adults (18+),295,90.2,6077,SAN JOAQUIN
2014,"95828
(38.484836, -121.399547)",Adults (18+),340,79.9,6067,SACRAMENTO
2014,"96097
(41.748922, -122.647566)",Adults (18+),53,80.6,6093,SISKIYOU
2014,"95252
(38.165457, -120.8558)",Adults (18+),36,33.3,6009,CALAVERAS
2012,"90045
(33.957455, -118.398979)",Adults (18+),78,26.6,6037,LOS ANGELES
2013,"94801
(37.946213, -122.371708)",Adults (18+),305,138,6013,CONTRA COSTA
2015,"95482
(39.150868, -123.215335)",Adults (18+),125,54.3,6045,MENDOCINO
2014,"95354
(37.640493, -120.971748)",Adults (18+),163,84.1,6099,STANISLAUS
2012,"90211
(34.065159, -118.383232)",Adults (18+),12,18.8,6037,LOS ANGELES
2015,"95616
(38.555454, -121.7738)",Adults (18+),66,17,6113,YOLO
2014,"95377
(37.706062, -121.470117)",Adults (18+),85,46.2,6077,SAN JOAQUIN
2013,"95472
(38.394388, -122.850998)",Adults (18+),70,29,6097,SONOMA
2009,"90723
(33.898482, -118.164457)",Adults (18+),168,49.56771128,6037,LOS ANGELES
2014,"95713
(39.081823, -120.948957)",Adults (18+),16,16,6061,PLACER
2009,"90604
(33.930179, -118.011116)",Adults (18+),150,50.04265117,6037,LOS ANGELES
2013,"95391
(37.773336, -121.551523)",Adults (18+),24,37.9,6077,SAN JOAQUIN
2013,"95316
(37.547663, -120.753557)",Adults (18+),17,38.2,6099,STANISLAUS
2014,"95425
(38.790859, -123.010876)",Adults (18+),25,28.2,6097,SONOMA
2015,"95988
(39.505615, -122.215064)",Adults (18+),40,63.5,6021,GLENN
2014,"95366
(37.756787, -121.128369)",Adults (18+),37,30.2,6077,SAN JOAQUIN
2013,"95340
(37.322613, -120.441471)",Adults (18+),297,120.4,6047,MERCED
2014,"95811
(38.581053, -121.488564)",Adults (18+),56,93.8,6067,SACRAMENTO
2013,"94539
(37.51699, -121.926137)",Adults (18+),33,9.7,6001,ALAMEDA
2013,"95422
(38.962754, -122.634743)",Adults (18+),138,111.3,6033,LAKE
2014,"95620
(38.426073, -121.791051)",Adults (18+),45,30.4,6095,SOLANO
2013,"94568
(37.712627, -121.904985)",Adults (18+),76,21.7,6001,ALAMEDA
2012,"90212
(34.062338, -118.401656)",Adults (18+),,,6037,LOS ANGELES
2013,"95446
(38.510032, -122.996796)",Adults (18+),14,25.5,6097,SONOMA
2013,"95928
(39.722336, -121.797085)",Adults (18+),100,32.7,6007,BUTTE
2015,"95422
(38.962754, -122.634743)",Adults (18+),150,116.1,6033,LAKE
2015,"95842
(38.687146, -121.349139)",Adults (18+),191,78.5,6067,SACRAMENTO
2009,"91344
(34.28183, -118.502684)",Adults (18+),159,41.24755199,6037,LOS ANGELES
2015,"95991
(39.089943, -121.620521)",Adults (18+),127,42.4,6101,SUTTER
2015,"95838
(38.642566, -121.442478)",Adults (18+),320,121.3,6067,SACRAMENTO
2015,"95650
(38.813687, -121.172092)",Adults (18+),23,21,6061,PLACER
2009,"91214
(34.232387, -118.247355)",Adults (18+),80,43.09425799,6037,LOS ANGELES
2014,"95621
(38.695315, -121.308889)",Adults (18+),180,57.4,6067,SACRAMENTO
2015,"95662
(38.685452, -121.222898)",Adults (18+),125,49.1,6067,SACRAMENTO
2014,"95307
(37.574294, -120.950573)",Adults (18+),129,42.3,6099,STANISLAUS
2014,"95133
(37.373292, -121.858989)",Adults (18+),59,28.3,6085,SANTA CLARA
2009,"90241
(33.940852, -118.128056)",Adults (18+),98,30.63041057,6037,LOS ANGELES
2014,"95301
(37.338586, -120.611776)",Adults (18+),116,44.1,6047,MERCED
2009,"91016
(34.146987, -117.999414)",Adults (18+),121,38.98079462,6037,LOS ANGELES
2014,"95726
(38.761263, -120.535397)",Adults (18+),23,40.3,6017,EL DORADO
2014,"95361
(37.777713, -120.822846)",Adults (18+),92,39.8,6099,STANISLAUS
2015,"95391
(37.773336, -121.551523)",Adults (18+),21,28.1,6077,SAN JOAQUIN
2015,"95841
(38.662263, -121.346136)",Adults (18+),128,88.8,6067,SACRAMENTO
2013,"95351
(37.624093, -120.99781)",Adults (18+),270,84.1,6099,STANISLAUS
2012,"90066
(34.002048, -118.431218)",Adults (18+),99,23.9,6037,LOS ANGELES
2015,"95819
(38.56801, -121.439718)",Adults (18+),15,10.1,6067,SACRAMENTO
2009,"93657
(36.764418, -119.491385)",Adults (18+),107,41.89619513,6019,FRESNO
2012,"92660
(33.632533, -117.874353)",Adults (18+),34,11.6,6059,ORANGE
2009,"92109
(32.793632, -117.237139)",Adults (18+),67,21.5451692,6073,SAN DIEGO
2012,"92886
(33.891679, -117.802649)",Adults (18+),64,17.9,6059,ORANGE
2012,"91711
(34.115163, -117.718265)",Adults (18+),71,27.4,6037,LOS ANGELES
2009,"90036
(34.069624, -118.349681)",Adults (18+),59,19.6975337,6037,LOS ANGELES
2012,"92108
(32.773278, -117.142324)",Adults (18+),28,12.7,6073,SAN DIEGO
2012,"91942
(32.776506, -117.022314)",Adults (18+),117,56.6,6073,SAN DIEGO
2009,"92879
(33.881275, -117.538285)",Adults (18+),98,27.60735065,6065,RIVERSIDE
2009,"93444
(35.035889, -120.496113)",Adults (18+),30,24.65375396,6079,SAN LUIS OBISPO
2012,"93638
(37.008645, -120.04833)",Adults (18+),210,67.4,6039,MADERA
2009,"92701
(33.748307, -117.859121)",Adults (18+),122,36.3162608,6059,ORANGE
2009,"92284
(34.166982, -116.429685)",Adults (18+),101,61.97507546,6071,SAN BERNARDINO
2009,"92835
(33.901701, -117.911131)",Adults (18+),39,21.09078689,6059,ORANGE
2012,"90807
(33.830057, -118.181178)",Adults (18+),70,27,6037,LOS ANGELES
2012,"92881
(33.837927, -117.537818)",Adults (18+),48,21.5,6065,RIVERSIDE
2009,"92399
(34.033089, -117.033519)",Adults (18+),110,29.40914227,6071,SAN BERNARDINO
2009,"91710
(34.014009, -117.688538)",Adults (18+),195,31.9697794,6071,SAN BERNARDINO
2009,"91732
(34.071864, -118.015342)",Adults (18+),236,54.29390994,6037,LOS ANGELES
2012,"91007
(34.127822, -118.049089)",Adults (18+),27,9,6037,LOS ANGELES
2012,"93465
(35.543784, -120.709342)",Adults (18+),23,36,6079,SAN LUIS OBISPO
